example_id,example_number,type,level,gold_verdict,pipeline_verdict,verdict_correct,model_name,model_vote,correct_count,incorrect_count,uncertain_count
5a712c4b5542994082a3e622,1363,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a712e895542994082a3e636,537,bridge,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a712e895542994082a3e636,537,bridge,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a712e895542994082a3e636,537,bridge,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a7133565542994082a3e65c,318,bridge,hard,False,False,True,openai/gpt-4.1-nano,incorrect,0,1,0
5a7133565542994082a3e65c,318,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a7133565542994082a3e65c,318,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7133fa5542994082a3e660,2681,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7133fa5542994082a3e660,2681,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7133fa5542994082a3e660,2681,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7136e25542994082a3e67e,1396,bridge,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a7136e25542994082a3e67e,1396,bridge,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a7136e25542994082a3e67e,1396,bridge,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a71380c5542994082a3e68b,2861,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a71380c5542994082a3e68b,2861,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a71380c5542994082a3e68b,2861,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a713a5a5542994082a3e6a9,159,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a713a5a5542994082a3e6a9,159,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a713a5a5542994082a3e6a9,159,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a713dcb5542994082a3e6d9,77,comparison,hard,False,False,True,openai/gpt-4.1-nano,incorrect,0,1,0
5a713dcb5542994082a3e6d9,77,comparison,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a713dcb5542994082a3e6d9,77,comparison,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a713ea95542994082a3e6e4,78,bridge,hard,False,False,True,openai/gpt-4.1-nano,correct,1,0,0
5a713ea95542994082a3e6e4,78,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a713ea95542994082a3e6e4,78,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a713f3c5542994082a3e6eb,721,bridge,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a713f3c5542994082a3e6eb,721,bridge,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a713f3c5542994082a3e6eb,721,bridge,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a713fb15542994082a3e6f0,623,comparison,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a713fb15542994082a3e6f0,623,comparison,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a713fb15542994082a3e6f0,623,comparison,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7140585542994082a3e6fa,1060,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7140585542994082a3e6fa,1060,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7140585542994082a3e6fa,1060,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a71419f5542994082a3e70d,2358,bridge,hard,False,False,True,openai/gpt-4.1-nano,incorrect,0,1,0
5a71419f5542994082a3e70d,2358,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a71419f5542994082a3e70d,2358,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a71443f5542994082a3e727,507,comparison,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a71443f5542994082a3e727,507,comparison,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a71443f5542994082a3e727,507,comparison,hard,False,True,False,x-ai/grok-4-fast:free,incorrect,0,1,0
5a71446b5542994082a3e72a,1152,bridge,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a71446b5542994082a3e72a,1152,bridge,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a71446b5542994082a3e72a,1152,bridge,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a7148685542994082a3e761,1953,bridge,hard,True,False,False,openai/gpt-4.1-nano,incorrect,0,1,0
5a7148685542994082a3e761,1953,bridge,hard,True,False,False,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a7148685542994082a3e761,1953,bridge,hard,True,False,False,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7150c75542994082a3e7be,550,bridge,hard,False,False,True,openai/gpt-4.1-nano,incorrect,0,1,0
5a7150c75542994082a3e7be,550,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a7150c75542994082a3e7be,550,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7153d05542994082a3e7dc,362,comparison,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7153d05542994082a3e7dc,362,comparison,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7153d05542994082a3e7dc,362,comparison,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a71674f5542994082a3e819,157,bridge,hard,False,False,True,openai/gpt-4.1-nano,incorrect,0,1,0
5a71674f5542994082a3e819,157,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a71674f5542994082a3e819,157,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a716a9b5542994082a3e821,1313,bridge,hard,False,False,True,openai/gpt-4.1-nano,incorrect,0,1,0
5a716a9b5542994082a3e821,1313,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a716a9b5542994082a3e821,1313,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a716dc15542994082a3e82b,1537,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a716dc15542994082a3e82b,1537,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a716dc15542994082a3e82b,1537,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a716ec85542994082a3e82d,632,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a716ec85542994082a3e82d,632,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a716ec85542994082a3e82d,632,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a716eeb5542994082a3e82e,1835,bridge,hard,False,False,True,openai/gpt-4.1-nano,incorrect,0,1,0
5a716eeb5542994082a3e82e,1835,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a716eeb5542994082a3e82e,1835,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a71717d5542994082a3e834,444,bridge,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a71717d5542994082a3e834,444,bridge,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a71717d5542994082a3e834,444,bridge,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a7172105542994082a3e837,2735,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7172105542994082a3e837,2735,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7172105542994082a3e837,2735,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a717d4c5542994082a3e854,209,comparison,hard,False,False,True,openai/gpt-4.1-nano,incorrect,0,1,0
5a717d4c5542994082a3e854,209,comparison,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a717d4c5542994082a3e854,209,comparison,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7182b65542994082a3e85b,2432,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7182b65542994082a3e85b,2432,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7182b65542994082a3e85b,2432,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7199725542994082a3e88f,191,comparison,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7199725542994082a3e88f,191,comparison,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7199725542994082a3e88f,191,comparison,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a72120e55429971e9dc923f,2243,bridge,hard,False,False,True,openai/gpt-4.1-nano,incorrect,0,1,0
5a72120e55429971e9dc923f,2243,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a72120e55429971e9dc923f,2243,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a72125055429971e9dc9241,543,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a72125055429971e9dc9241,543,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a72125055429971e9dc9241,543,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a72160e55429971e9dc9253,1192,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a72160e55429971e9dc9253,1192,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a72160e55429971e9dc9253,1192,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7217f255429971e9dc9260,2259,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7217f255429971e9dc9260,2259,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7217f255429971e9dc9260,2259,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a721b9055429971e9dc9277,2421,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a721b9055429971e9dc9277,2421,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a721b9055429971e9dc9277,2421,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a721d5a55429971e9dc9283,634,bridge,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a721d5a55429971e9dc9283,634,bridge,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a721d5a55429971e9dc9283,634,bridge,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a721dfd55429971e9dc928b,4,bridge,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a721dfd55429971e9dc928b,4,bridge,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a721dfd55429971e9dc928b,4,bridge,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a721e0e55429971e9dc928d,2116,comparison,hard,False,False,True,openai/gpt-4.1-nano,correct,1,0,0
5a721e0e55429971e9dc928d,2116,comparison,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a721e0e55429971e9dc928d,2116,comparison,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7220f055429971e9dc92ac,1340,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7220f055429971e9dc92ac,1340,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7220f055429971e9dc92ac,1340,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7224ab55429971e9dc92dd,2349,bridge,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a7224ab55429971e9dc92dd,2349,bridge,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a7224ab55429971e9dc92dd,2349,bridge,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a722c2255429971e9dc932c,1048,bridge,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a722c2255429971e9dc932c,1048,bridge,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a722c2255429971e9dc932c,1048,bridge,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a722fae55429971e9dc9343,790,bridge,hard,False,False,True,openai/gpt-4.1-nano,incorrect,0,1,0
5a722fae55429971e9dc9343,790,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a72334755429971e9dc934c,2634,bridge,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a72334755429971e9dc934c,2634,bridge,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a72334755429971e9dc934c,2634,bridge,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a7244955542990c210a408a,2157,bridge,hard,False,False,True,openai/gpt-4.1-nano,incorrect,0,1,0
5a7244955542990c210a408a,2157,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a7244955542990c210a408a,2157,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7248665542990c210a40b1,2049,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7248665542990c210a40b1,2049,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7248665542990c210a40b1,2049,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7249b85542990c210a40b9,997,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7249b85542990c210a40b9,997,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7249b85542990c210a40b9,997,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a724a2b5542990c210a40bc,628,bridge,hard,False,False,True,openai/gpt-4.1-nano,correct,1,0,0
5a724a2b5542990c210a40bc,628,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a724a2b5542990c210a40bc,628,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a724ba25542990c210a40c7,128,bridge,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a724ba25542990c210a40c7,128,bridge,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a724ba25542990c210a40c7,128,bridge,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a7252db5542990c210a4104,451,bridge,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a7252db5542990c210a4104,451,bridge,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a7252db5542990c210a4104,451,bridge,hard,False,True,False,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7261635542997f8278398a,593,bridge,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a7261635542997f8278398a,593,bridge,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a7261635542997f8278398a,593,bridge,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a72644b5542997f8278399a,2624,bridge,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a72644b5542997f8278399a,2624,bridge,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a72644b5542997f8278399a,2624,bridge,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a7265815542990c210a411b,1085,bridge,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a7265815542990c210a411b,1085,bridge,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a7265815542990c210a411b,1085,bridge,hard,False,True,False,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7265825542997f827839a3,802,bridge,hard,False,False,True,openai/gpt-4.1-nano,incorrect,0,1,0
5a7265825542997f827839a3,802,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a7265825542997f827839a3,802,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a726b0f5542997f827839be,625,comparison,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a726b0f5542997f827839be,625,comparison,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a726b0f5542997f827839be,625,comparison,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a726ba35542997f827839c0,2225,bridge,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a726ba35542997f827839c0,2225,bridge,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a726ba35542997f827839c0,2225,bridge,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a727a635542994cef4bc2c9,2560,bridge,hard,True,False,False,openai/gpt-4.1-nano,incorrect,0,1,0
5a727a635542994cef4bc2c9,2560,bridge,hard,True,False,False,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a727a635542994cef4bc2c9,2560,bridge,hard,True,False,False,x-ai/grok-4-fast:free,incorrect,0,1,0
5a727e1b5542991f9a20c497,592,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a727e1b5542991f9a20c497,592,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7280105542994cef4bc2e4,1183,bridge,hard,False,False,True,openai/gpt-4.1-nano,incorrect,0,1,0
5a7280105542994cef4bc2e4,1183,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a7280105542994cef4bc2e4,1183,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7280925542991f9a20c4a1,2524,comparison,hard,True,False,False,openai/gpt-4.1-nano,correct,1,0,0
5a7280925542991f9a20c4a1,2524,comparison,hard,True,False,False,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a7280925542991f9a20c4a1,2524,comparison,hard,True,False,False,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7281075542994cef4bc2e9,1874,bridge,hard,True,False,False,openai/gpt-4.1-nano,correct,1,0,0
5a7281075542994cef4bc2e9,1874,bridge,hard,True,False,False,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a7281075542994cef4bc2e9,1874,bridge,hard,True,False,False,x-ai/grok-4-fast:free,incorrect,0,1,0
5a72830e5542994cef4bc2f9,2697,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a72830e5542994cef4bc2f9,2697,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a72830e5542994cef4bc2f9,2697,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7283365542991f9a20c4b2,1896,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7283365542991f9a20c4b2,1896,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a7283365542991f9a20c4b2,1896,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a728f745542991f9a20c4e6,1515,comparison,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a728f745542991f9a20c4e6,1515,comparison,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a728f745542991f9a20c4e6,1515,comparison,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a72908f5542994cef4bc33b,290,comparison,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a72908f5542994cef4bc33b,290,comparison,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a72908f5542994cef4bc33b,290,comparison,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a7291c35542991f9a20c4f4,1694,bridge,hard,True,False,False,openai/gpt-4.1-nano,incorrect,0,1,0
5a7291c35542991f9a20c4f4,1694,bridge,hard,True,False,False,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a7291c35542991f9a20c4f4,1694,bridge,hard,True,False,False,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7292385542994cef4bc342,2471,bridge,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a7292385542994cef4bc342,2471,bridge,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a7292385542994cef4bc342,2471,bridge,hard,False,True,False,x-ai/grok-4-fast:free,incorrect,0,1,0
5a72953b5542994cef4bc357,1799,bridge,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a72953b5542994cef4bc357,1799,bridge,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a72953b5542994cef4bc357,1799,bridge,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a7299e75542991f9a20c524,839,comparison,hard,True,False,False,openai/gpt-4.1-nano,correct,1,0,0
5a7299e75542991f9a20c524,839,comparison,hard,True,False,False,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a7299e75542991f9a20c524,839,comparison,hard,True,False,False,x-ai/grok-4-fast:free,incorrect,0,1,0
5a729e7b5542992359bc313d,428,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a729e7b5542992359bc313d,428,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a729e7b5542992359bc313d,428,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a729fa15542994cef4bc397,990,comparison,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a729fa15542994cef4bc397,990,comparison,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a729fa15542994cef4bc397,990,comparison,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a729fe55542991f9a20c53b,2240,bridge,hard,False,False,True,openai/gpt-4.1-nano,incorrect,0,1,0
5a729fe55542991f9a20c53b,2240,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a729fe55542991f9a20c53b,2240,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
